id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0232,Tazi,Omar,omar.tazi232@gmail.com,1976-08-05,1,Tanger,0649608344,2023-08-18,referral
C0233,Benali,Rachid,rachid.benali233@gmail.com,1989-04-21,male,Meknes,0612621269,2023-01-18,referral
C0234,Guerraoui,Sara,sara.guerraoui234@gmail.com,1987-09-11,female,tetouan,0639396392,2023-05-07,organic
C0235,Benomar,Nadia,nadia.benomar235@gmail.com,2002-03-04,f,Fes,0639448924,2020-04-24,email
C0236,Filali,Laila,laila.filali236@gmail.com,2002-12-23,Femme,agadir,0657201978,2023-12-05,email
C0237,Benomar,Imane,imane.benomar237@gmail.com,1976-02-02,0,fes,0610091737,2022-09-05,social_media
C0238,Tazi,Meryem,meryem.tazi238@gmail.com,1985-03-19,0,Rabat,0619735027,2022-01-17,social_media
C0239,Tazi,Laila,laila.tazi239@gmail.com,1973-12-14,f,Oujda,0692370625,2023-02-24,social_media
C0240,Idrissi,Tariq,tariq.idrissi240@gmail.com,1983-12-01,1,Laayoune,0614346338,2023-03-08,paid_search
C0241,Lahlou,Imane,imane.lahlou241@gmail.com,1996-12-03,0,Fes,0621908603,2023-07-26,social_media
C0242,Berrada,Amine,amine.berrada242@gmail.com,1987-02-24,1,TANGER,0666324902,2022-06-16,paid_search
C0243,Tazi,Houda,houda.tazi243@gmail.com,1971-10-21,female,fes,0649581964,2020-03-09,organic
C0244,Tazi,Ahmed,ahmed.tazi244@gmail.com,1989-02-18,m,Casablanca,0614159837,2022-09-15,referral
C0245,Filali,Zineb,zineb.filali245@gmail.com,1986-04-14,female,Meknes,0698663948,2021-06-27,social_media
C0246,Idrissi,Ahmed,ahmed.idrissi246@gmail.com,1996-06-01,m,TETOUAN,0693898287,2023-09-17,email
C0247,Berrada,Ahmed,ahmed.berrada247@gmail.com,1983-08-28,m,Casablanca,0698723294,2022-09-28,social_media
C0248,Filali,Rachid,rachid.filali248@gmail.com,1989-08-02,male,Marrakech,0685731895,2021-07-04,organic
C0249,Tazi,Ahmed,ahmed.tazi249@gmail.com,1991-10-08,m,MEKNES,0680139805,2022-03-03,referral
C0250,Benomar,Houda,houda.benomar250@gmail.com,1990-12-02,0,Meknes,0693251648,2023-03-16,paid_search
C0251,Filali,Khalid,khalid.filali251@gmail.com,1977-07-03,1,Tetouan,0689865944,2020-10-29,social_media
C0252,Idrissi,Ahmed,ahmed.idrissi252@gmail.com,2000-05-17,m,oujda,0693625419,2023-12-05,email
C0253,Idrissi,Laila,laila.idrissi253@gmail.com,2001-02-04,f,Laayoune,0656153339,2023-01-01,referral
C0254,Lahlou,Khalid,khalid.lahlou254@gmail.com,1976-03-20,h,Laayoune,0654492381,2022-03-21,paid_search
C0255,Tazi,Khalid,khalid.tazi255gmail.com,1984-08-28,Homme,Casablanca,0669473299,2021-09-07,social_media
C0256,Alami,Omar,omar.alami256@gmail.com,1978-07-24,h,Oujda,0679158328,2020-04-25,paid_search
C0257,Filali,Rachid,rachid.filali257@gmail.com,1998-01-06,male,Fes,0643486016,2020-04-28,organic
C0258,Cherkaoui,Hassan,hassan.cherkaoui258@gmail.com,1994-11-04,1,Tanger,0633834879,2022-07-02,referral
C0259,Filali,Sara,sara.filali259@gmail.com,1981-12-03,Femme,MARRAKECH,0631865061,2020-04-11,email
C0260,Berrada,Meryem,meryem.berrada260@gmail.com,1982-09-01,0,tanger,0690683906,2020-12-20,organic
C0261,Cherkaoui,Tariq,tariq.cherkaoui261@gmail.com,1989-08-09,Homme,Fes,0663304911,2023-07-01,email
C0262,Guerraoui,Rachid,rachid.guerraoui262@gmail.com,2003-11-04,Homme,OUJDA,0695979171,2021-07-20,social_media
C0263,Berrada,Nadia,nadia.berrada263@gmail.com,1980-10-13,Femme,Agadir,0676756250,2023-09-04,social_media
C0264,Idrissi,Omar,omar.idrissi264@gmail.com,2002-10-27,male,Fes,0681757508,2023-11-06,referral
C0265,Filali,Sara,sara.filali265@gmail.com,2000-02-16,Femme,Rabat,0634571018,2023-02-18,social_media
C0266,Berrada,Meryem,meryem.berrada266@gmail.com,1984-06-12,Femme,Marrakech,0673154349,2020-08-29,organic
C0267,Benomar,Imane,imane.benomar267@gmail.com,1997-11-13,f,meknes,0628436852,2020-11-04,paid_search
C0268,Filali,Tariq,tariq.filali268@gmail.com,1976-08-11,male,rabat,0646712288,2022-07-14,paid_search
C0269,Benomar,Zineb,zineb.benomar269@gmail.com,1970-07-21,0,Tetouan,0610626681,2022-02-24,organic
C0270,Tazi,Sara,sara.tazi270@gmail.com,1998-11-01,f,Fes,0627304799,2021-10-01,organic
C0271,Filali,Tariq,tariq.filali271@gmail.com,1967-05-15,Homme,Meknes,0627956913,2023-11-07,social_media
C0272,Berrada,Houda,houda.berrada272@gmail.com,1850-04-24,Femme,rabat,0632680748,2022-10-30,organic
C0273,Cherkaoui,Mohamed,mohamed.cherkaoui273@gmail.com,2004-01-22,male,casablanca,0625541047,2023-11-13,referral
C0274,Cherkaoui,Ahmed,ahmed.cherkaoui274@gmail.com,1974-11-21,h,Tanger,0679834723,2023-09-18,social_media
C0275,Alami,Zineb,zineb.alami275@gmail.com,2004-02-26,female,Casablanca,0680215481,2021-06-22,paid_search
C0276,Filali,Omar,omar.filali276gmail.com,1996-12-16,Homme,agadir,0624821786,2020-07-01,email
C0277,Guerraoui,Zineb,zineb.guerraoui277@gmail.com,1971-11-08,f,Oujda,0616721650,2022-08-08,organic
C0278,Tazi,Fatima,fatima.tazi278@gmail.com,1985-02-04,Femme,TANGER,0699034004,2020-10-10,paid_search
C0279,Cherkaoui,Khalid,khalid.cherkaoui279@gmail.com,1970-06-06,h,Casablanca,0661769856,2021-07-10,referral
C0280,Filali,Zineb,zineb.filali280@gmail.com,1968-03-04,f,Tetouan,0668809216,2023-03-11,paid_search
C0281,Filali,Sara,sara.filali281@gmail.com,1996-07-15,f,TANGER,0652176303,2023-09-03,organic
C0282,Tazi,Sanaa,sanaa.tazi282@gmail.com,2004-11-24,0,Fes,0661657265,2023-08-06,paid_search
C0283,Benali,Sanaa,sanaa.benali283@gmail.com,1975-08-28,f,oujda,0653034742,2022-10-03,paid_search
C0284,Guerraoui,Amine,amine.guerraoui284@gmail.com,1989-04-03,m,Oujda,0676901651,2020-06-29,referral
C0285,Alami,Khalid,khalid.alami285@gmail.com,1967-01-27,m,Casablanca,0650882445,2023-07-29,email
C0286,Tazi,Houda,houda.tazi286@gmail.com,1979-06-18,Femme,Laayoune,0670737878,2022-01-14,organic
C0287,Tazi,Karim,karim.tazi287@gmail.com,2005-05-18,m,meknes,0676091781,2020-12-02,paid_search
C0288,Cherkaoui,Laila,laila.cherkaoui288@gmail.com,1977-07-07,f,Oujda,0624464073,2021-11-23,referral
C0289,Benomar,Tariq,tariq.benomar289@gmail.com,2002-03-16,m,tanger,0688533572,2022-06-05,referral
C0290,Filali,Zineb,zineb.filali290@gmail.com,2003-06-17,0,Tetouan,0643318046,2023-11-19,social_media
C0291,Benomar,Hassan,hassan.benomar291@gmail.com,1973-12-24,Homme,Meknes,0684300459,2021-10-04,paid_search
C0292,Tazi,Tariq,tariq.tazi292@gmail.com,1973-11-06,Homme,Meknes,0625489430,2023-12-25,social_media
C0293,Guerraoui,Imane,imane.guerraoui293@gmail.com,1992-09-04,female,tanger,0636830448,2020-04-25,social_media
C0294,Cherkaoui,Zineb,zineb.cherkaoui294@gmail.com,1968-05-07,Femme,MEKNES,0623754633,2022-07-15,email
C0295,Guerraoui,Sanaa,sanaa.guerraoui295@gmail.com,1997-12-10,0,Tanger,0651963706,2023-11-04,email
C0296,Lahlou,Amine,amine.lahlou296@gmail.com,1993-11-23,1,Agadir,0636369633,2023-05-20,paid_search
C0297,Filali,Youssef,youssef.filali297@gmail.com,1997-01-14,m,marrakech,0644227688,2023-04-11,organic
C0298,Filali,Youssef,youssef.filali298@gmail.com,2003-11-20,m,Marrakech,0619781894,2022-01-03,social_media
C0299,Guerraoui,Zineb,zineb.guerraoui299@gmail.com,1999-02-12,f,Fes,0658425464,2021-11-09,social_media
C0300,Benomar,Tariq,tariq.benomar300@gmail.com,1965-06-15,h,Fes,0642725927,2023-06-26,organic
C0301,Alami,Sara,sara.alami301@gmail.com,1999-01-17,female,Agadir,0615885670,2022-09-23,social_media
C0302,Guerraoui,Meryem,meryem.guerraoui302@gmail.com,1971-09-18,Femme,Tanger,0638611881,2023-07-13,referral
C0303,Alami,Meryem,meryem.alami303@gmail.com,1850-12-11,female,TANGER,0633889703,2020-04-21,social_media
C0304,Cherkaoui,Imane,imane.cherkaoui304@gmail.com,1993-07-11,0,tanger,0696090303,2020-01-13,email
C0305,Alami,Tariq,tariq.alami305@gmail.com,1997-11-10,m,LAAYOUNE,0661192463,2022-06-15,referral
C0306,Filali,Fatima,fatima.filali306@gmail.com,1973-09-10,female,Rabat,0660080729,2023-08-19,organic
C0307,Alami,Sanaa,sanaa.alami307gmail.com,2001-09-18,0,Casablanca,0638418851,2021-12-05,referral
C0308,Filali,Sanaa,sanaa.filali308@gmail.com,2004-04-04,0,Rabat,0683665549,2020-04-21,referral
C0309,Alami,Khadija,khadija.alami309@gmail.com,1977-08-11,Femme,AGADIR,0641478466,2023-09-04,organic
C0310,Tazi,Ahmed,ahmed.tazi310@gmail.com,1986-05-23,1,Laayoune,0667486445,2021-10-09,paid_search
C0311,Idrissi,Karim,karim.idrissi311@gmail.com,1988-12-11,1,Oujda,0675360192,2021-09-17,email
C0312,Cherkaoui,Tariq,tariq.cherkaoui312@gmail.com,1973-04-09,m,Casablanca,0694775473,2022-11-04,organic
C0313,Lahlou,Imane,imane.lahlou313@gmail.com,1967-09-18,female,oujda,0639971710,2022-03-14,email
C0314,Benomar,Nadia,nadia.benomar314@gmail.com,1970-09-01,0,Fes,0632259144,2023-06-11,email
C0315,Lahlou,Youssef,youssef.lahlou315@gmail.com,1974-08-12,1,Tanger,0645481411,2020-05-08,social_media
C0316,Tazi,Karim,karim.tazi316@gmail.com,1994-01-21,h,AGADIR,0695035920,2022-12-03,social_media
C0317,Idrissi,Nadia,nadia.idrissi317@gmail.com,1988-02-17,0,Marrakech,0664471218,2022-11-23,social_media
C0318,Benomar,Sara,sara.benomar318@gmail.com,1965-03-15,female,Rabat,0638389345,2021-07-29,paid_search
C0319,Alami,Hassan,hassan.alami319@gmail.com,1991-12-04,h,Oujda,0631642106,2023-04-24,referral
C0320,Lahlou,Mohamed,mohamed.lahlou320@gmail.com,1973-01-19,1,RABAT,0634164229,2021-06-12,email
C0321,Cherkaoui,Imane,imane.cherkaoui321@gmail.com,1978-08-28,f,Oujda,0629154498,2023-05-15,email
C0322,Filali,Zineb,zineb.filali322@gmail.com,1986-10-19,Femme,Casablanca,0612222998,2020-08-10,paid_search
C0323,Filali,Sanaa,sanaa.filali323@gmail.com,1976-10-20,female,Tanger,0622507745,2020-08-28,referral
C0324,Idrissi,Imane,imane.idrissi324@gmail.com,1988-12-17,f,Tetouan,0657045704,2022-02-19,email
C0325,Idrissi,Imane,imane.idrissi325@gmail.com,1995-02-10,f,Laayoune,0610734097,2021-01-22,organic
C0326,Idrissi,Khadija,khadija.idrissi326@gmail.com,1985-02-05,f,Tetouan,0666849468,2023-01-02,email
C0327,Berrada,Amine,amine.berrada327@gmail.com,2000-06-18,male,Meknes,0656218720,2023-03-29,referral
C0328,Benomar,Khadija,khadija.benomar328@gmail.com,1975-09-13,0,Agadir,0616986408,2023-11-02,paid_search
C0329,Filali,Mohamed,mohamed.filali329@gmail.com,2003-02-09,m,Fes,0663773642,2022-02-26,email
C0330,Filali,Nadia,nadia.filali330@gmail.com,1850-11-26,f,meknes,0678524572,2023-05-12,email
C0331,Benali,Imane,imane.benali331@gmail.com,1965-02-09,0,Tetouan,0636885204,2023-04-15,email
C0332,Guerraoui,Ahmed,ahmed.guerraoui332@gmail.com,2000-06-12,m,Marrakech,0664218119,2022-07-20,email
C0333,Guerraoui,Youssef,youssef.guerraoui333@gmail.com,1969-06-04,male,Meknes,0643573422,2023-03-23,referral
C0334,Berrada,Imane,imane.berrada334@gmail.com,1994-10-28,female,Tanger,0695048646,2022-02-22,paid_search
C0335,Idrissi,Meryem,meryem.idrissi335@gmail.com,1998-12-27,Femme,marrakech,0655901507,2023-10-11,organic
C0336,Tazi,Zineb,zineb.tazi336@gmail.com,2001-12-22,female,Fes,0645622106,2021-05-10,paid_search
C0337,Tazi,Karim,karim.tazi337@gmail.com,1971-02-22,h,Oujda,0615672460,2023-01-13,referral
C0338,Lahlou,Hassan,hassan.lahlou338@gmail.com,1996-09-09,male,Tetouan,0680563016,2020-04-20,referral
C0339,Guerraoui,Rachid,rachid.guerraoui339@gmail.com,1976-02-23,m,Meknes,0638286706,2020-01-25,referral
C0340,Lahlou,Sara,sara.lahlou340@gmail.com,1976-04-09,Femme,Oujda,0676943778,2021-01-11,referral
C0341,Idrissi,Hassan,hassan.idrissi341@gmail.com,1976-10-22,Homme,Fes,0684536479,2021-04-27,referral
C0342,Filali,Meryem,meryem.filali342@gmail.com,1965-08-05,0,Meknes,0650269906,2022-09-23,social_media
C0343,Idrissi,Imane,imane.idrissi343@gmail.com,1975-05-16,f,Casablanca,0658359530,2022-01-09,email
C0344,Benali,Nadia,nadia.benali344@gmail.com,1987-10-07,Femme,Laayoune,0648199537,2020-12-23,social_media
C0345,Benomar,Rachid,rachid.benomar345@gmail.com,1989-08-21,male,Rabat,0666615250,2021-11-21,email
C0346,Filali,Khadija,khadija.filali346@gmail.com,1985-05-23,f,Marrakech,0658743159,2022-06-30,email
C0347,Filali,Houda,houda.filali347@gmail.com,1966-04-22,female,Marrakech,0638262427,2020-06-12,paid_search
C0348,Benomar,Ahmed,ahmed.benomar348@gmail.com,1966-09-25,m,CASABLANCA,0630840572,2023-06-19,organic
C0349,Berrada,Laila,laila.berrada349@gmail.com,1983-03-05,Femme,meknes,0657894420,2023-09-20,social_media
C0350,Guerraoui,Houda,houda.guerraoui350@gmail.com,1999-10-15,Femme,Laayoune,0651562039,2022-12-29,social_media
C0351,Benomar,Karim,karim.benomar351@gmail.com,1991-05-01,m,Tanger,0656155452,2020-10-06,social_media
C0352,Benomar,Mohamed,mohamed.benomar352@gmail.com,1992-10-08,male,Tanger,0668667423,2023-02-22,referral
C0353,Berrada,Omar,omar.berrada353@gmail.com,1992-09-25,male,Laayoune,0697034430,2021-08-06,email
C0354,Alami,Laila,laila.alami354@gmail.com,1983-08-20,0,Oujda,0653036072,2021-01-19,organic
C0355,Filali,Rachid,rachid.filali355@gmail.com,1983-12-15,m,Tanger,0639150491,2022-10-07,social_media
C0356,Benomar,Khalid,khalid.benomar356@gmail.com,1967-03-02,Homme,marrakech,0634374441,2022-08-20,paid_search
C0357,Benali,Nadia,nadia.benali357@gmail.com,1980-08-08,female,Tanger,0679946108,2020-07-11,paid_search
C0358,Filali,Amine,amine.filali358@gmail.com,1967-09-17,Homme,Casablanca,0658375646,2021-02-10,organic
C0359,Berrada,Meryem,meryem.berrada359@gmail.com,1850-05-19,f,Casablanca,0687990837,2020-03-27,referral
C0360,Alami,Zineb,zineb.alami360@gmail.com,1996-10-11,Femme,TANGER,0630658582,2023-08-13,email
C0361,Berrada,Zineb,zineb.berrada361@gmail.com,2000-06-26,female,oujda,0658072427,2022-02-12,paid_search
C0362,Benomar,Mohamed,mohamed.benomar362@gmail.com,1999-04-19,male,Rabat,0646953423,2022-08-17,email
C0363,Alami,Sanaa,sanaa.alami363@gmail.com,1993-05-18,0,Agadir,0660874366,2022-11-02,paid_search
C0364,Lahlou,Imane,imane.lahlou364@gmail.com,1969-09-27,Femme,Tetouan,0630687181,2023-02-03,email
C0365,Alami,Omar,omar.alami365@gmail.com,1969-03-06,Homme,Tanger,0614270425,2020-07-21,email
C0366,Guerraoui,Laila,laila.guerraoui366@gmail.com,2002-06-08,female,laayoune,0698013189,2021-03-03,referral
C0367,Benali,Khadija,khadija.benali367@gmail.com,1991-12-02,female,laayoune,0650789378,2020-05-24,organic
C0368,Alami,Sanaa,sanaa.alami368@gmail.com,1999-04-17,f,Fes,0684912498,2023-02-17,referral
C0369,Benomar,Imane,imane.benomar369@gmail.com,1992-03-26,Femme,Rabat,0631230084,2023-09-08,email
C0370,Tazi,Houda,houda.tazi370@gmail.com,1985-07-25,Femme,Tetouan,0685584002,2021-05-07,email
C0371,Tazi,Rachid,rachid.tazi371@gmail.com,1993-01-24,Homme,Tanger,0628130896,2022-11-26,social_media
C0372,Tazi,Karim,karim.tazi372gmail.com,1982-09-18,1,Laayoune,0671789789,2020-03-18,social_media
C0373,Lahlou,Amine,amine.lahlou373@gmail.com,1981-02-19,Homme,Tetouan,0653579429,2020-06-07,referral
C0374,Lahlou,Tariq,tariq.lahlou374@gmail.com,1967-10-13,m,Casablanca,0656698401,2021-11-15,referral
C0375,Lahlou,Ahmed,ahmed.lahlou375@gmail.com,2005-07-02,1,Marrakech,0630076290,2023-03-02,social_media
C0376,Benali,Meryem,meryem.benali376@gmail.com,1990-10-19,0,MEKNES,0648894019,2022-06-03,referral
C0377,Benomar,Hassan,hassan.benomar377@gmail.com,1968-05-03,m,Tetouan,0628102047,2020-09-24,referral
C0378,Lahlou,Houda,houda.lahlou378@gmail.com,2004-09-08,female,FES,0653407575,2022-05-30,email
C0379,Tazi,Omar,omar.tazi379@gmail.com,1985-11-01,male,Marrakech,0693642093,2022-06-24,paid_search
C0380,Tazi,Karim,karim.tazi380@gmail.com,1970-01-08,1,Laayoune,0611843251,2021-08-12,social_media
C0381,Benomar,Khadija,khadija.benomar381@gmail.com,1986-09-07,Femme,Fes,0674830696,2023-01-28,email
C0382,Idrissi,Zineb,zineb.idrissi382@gmail.com,1998-03-02,f,Marrakech,0617124981,2021-07-09,referral
C0383,Idrissi,Fatima,fatima.idrissi383@gmail.com,1988-01-10,f,Tetouan,0623368583,2023-12-24,social_media
C0384,Alami,Tariq,tariq.alami384@gmail.com,1997-09-23,h,TANGER,0650926679,2022-12-20,social_media
C0385,Tazi,Youssef,youssef.tazi385@gmail.com,1987-04-17,m,Marrakech,0613954845,2022-03-03,email
C0386,Tazi,Meryem,meryem.tazi386@gmail.com,1973-07-17,0,Laayoune,0642260681,2022-05-04,email
C0387,Tazi,Amine,amine.tazi387@gmail.com,1973-03-19,h,Meknes,0651473062,2020-10-09,email
C0388,Lahlou,Laila,laila.lahlou388@gmail.com,1985-09-24,0,Casablanca,0613957187,2020-10-25,social_media
C0389,Cherkaoui,Laila,laila.cherkaoui389@gmail.com,2005-05-05,female,FES,0613516265,2021-01-13,email
C0390,Lahlou,Imane,imane.lahlou390@gmail.com,1966-12-25,0,OUJDA,0672916371,2023-05-23,social_media
C0391,Benomar,Omar,omar.benomar391@gmail.com,1977-07-25,male,Tanger,0637223861,2021-03-31,paid_search
C0392,Benomar,Khalid,khalid.benomar392@gmail.com,1994-07-13,h,Tanger,0662902012,2021-10-02,email
C0393,Guerraoui,Imane,imane.guerraoui393@gmail.com,1994-01-08,f,Meknes,0684853354,2020-03-21,referral
C0394,Cherkaoui,Fatima,fatima.cherkaoui394@gmail.com,1984-05-15,0,Rabat,0679386491,2020-04-21,paid_search
C0395,Guerraoui,Khalid,khalid.guerraoui395@gmail.com,2002-12-18,m,Rabat,0634008676,2020-02-21,referral
C0396,Alami,Meryem,meryem.alami396@gmail.com,1975-02-03,female,Casablanca,0680305568,2020-06-23,referral
C0397,Idrissi,Sanaa,sanaa.idrissi397@gmail.com,1967-06-19,0,rabat,0616886777,2023-12-29,referral
C0398,Filali,Khalid,khalid.filali398@gmail.com,1973-01-20,Homme,MARRAKECH,0676926628,2022-10-16,email
C0399,Berrada,Imane,imane.berrada399@gmail.com,1995-08-03,female,Laayoune,0647327686,2023-01-25,email
C0400,Filali,Meryem,meryem.filali400@gmail.com,1987-01-22,f,Laayoune,0616580878,2020-06-28,organic
C0401,Cherkaoui,Youssef,youssef.cherkaoui401@gmail.com,2003-09-06,1,Oujda,0622499198,2020-03-14,social_media
C0402,Idrissi,Omar,omar.idrissi402@gmail.com,1969-03-04,m,Marrakech,0638058347,2021-03-05,email
C0403,Alami,Tariq,tariq.alami403@gmail.com,2003-12-10,h,Tetouan,0687194344,2022-12-12,email
C0404,Lahlou,Youssef,youssef.lahlou404@gmail.com,2005-03-20,h,Fes,0625865493,2020-01-04,organic
C0405,Lahlou,Ahmed,ahmed.lahlou405@gmail.com,1991-06-18,1,FES,0647799296,2021-02-16,social_media
C0406,Guerraoui,Nadia,nadia.guerraoui406@gmail.com,1965-06-11,Femme,Tetouan,0633572537,2020-02-29,paid_search
C0407,Benomar,Hassan,hassan.benomar407@gmail.com,1973-11-15,male,Meknes,0617519183,2022-04-27,email
C0408,Guerraoui,Hassan,hassan.guerraoui408gmail.com,2001-06-03,h,rabat,0694088862,2022-02-07,email
C0409,Filali,Imane,imane.filali409@gmail.com,1984-06-23,female,tanger,0659873103,2021-05-01,referral
C0410,Guerraoui,Nadia,nadia.guerraoui410@gmail.com,1972-01-25,0,Fes,0674781956,2020-02-21,email
C0411,Guerraoui,Hassan,hassan.guerraoui411@gmail.com,1985-02-27,male,meknes,0671655384,2020-03-15,referral
C0412,Benali,Sanaa,sanaa.benali412@gmail.com,1967-10-28,f,Casablanca,0679870757,2020-07-30,social_media
C0413,Tazi,Amine,amine.tazi413@gmail.com,1983-06-25,1,Oujda,0646726921,2020-11-18,organic
C0414,Guerraoui,Tariq,tariq.guerraoui414@gmail.com,1999-06-09,h,Rabat,0642859865,2023-03-21,paid_search
C0415,Guerraoui,Tariq,tariq.guerraoui415@gmail.com,1850-11-02,Homme,casablanca,0634022690,2022-03-13,email
C0416,Cherkaoui,Houda,houda.cherkaoui416@gmail.com,1977-11-26,Femme,MEKNES,0686207390,2022-08-11,paid_search
C0417,Benomar,Khalid,khalid.benomar417@gmail.com,1994-04-05,m,Laayoune,0699279031,2021-01-10,social_media
C0418,Benomar,Sara,sara.benomar418gmail.com,1995-08-15,female,Rabat,0627098533,2023-03-22,email
C0419,Guerraoui,Ahmed,ahmed.guerraoui419@gmail.com,1984-07-19,Homme,Tetouan,0674743230,2020-11-21,referral
C0420,Idrissi,Karim,karim.idrissi420@gmail.com,1992-06-18,h,Fes,0687066247,2023-12-28,referral
C0421,Tazi,Tariq,tariq.tazi421@gmail.com,1993-07-03,male,LAAYOUNE,0660856575,2023-05-06,social_media
C0422,Berrada,Mohamed,mohamed.berrada422@gmail.com,2002-11-26,m,Tanger,0681303949,2022-07-16,social_media
C0423,Berrada,Tariq,tariq.berrada423@gmail.com,1985-11-10,male,Tetouan,0688212291,2020-07-01,organic
C0424,Filali,Sanaa,sanaa.filali424@gmail.com,1968-09-02,female,Tanger,0624723458,2022-01-05,social_media
C0425,Lahlou,Meryem,meryem.lahlou425@gmail.com,1985-07-13,female,Tetouan,0628665507,2022-08-30,paid_search
C0426,Filali,Sara,sara.filali426@gmail.com,1973-02-21,female,TANGER,0698305426,2022-09-23,referral
C0427,Filali,Zineb,zineb.filali427@gmail.com,1991-12-20,f,Tetouan,0684094900,2022-05-18,referral
C0428,Idrissi,Karim,karim.idrissi428@gmail.com,2001-12-08,1,Meknes,0659253883,2023-03-26,organic
C0429,Tazi,Imane,imane.tazi429@gmail.com,1995-02-05,female,Meknes,0672402697,2021-07-26,email
C0430,Berrada,Tariq,tariq.berrada430@gmail.com,1969-09-26,m,laayoune,0681810948,2021-12-04,organic
C0431,Lahlou,Rachid,rachid.lahlou431@gmail.com,1991-05-10,male,RABAT,0650811697,2023-05-08,email
C0432,Filali,Khalid,khalid.filali432@gmail.com,1983-10-01,h,marrakech,0647292234,2020-06-06,social_media
C0433,Cherkaoui,Amine,amine.cherkaoui433gmail.com,1972-10-24,Homme,Rabat,0645064728,2020-12-25,paid_search
C0434,Tazi,Rachid,rachid.tazi434@gmail.com,1974-03-27,m,Oujda,0641936764,2022-02-23,referral
C0435,Lahlou,Zineb,zineb.lahlou435@gmail.com,1987-05-25,0,CASABLANCA,0663518621,2022-08-08,referral
C0436,Idrissi,Rachid,rachid.idrissi436@gmail.com,1989-03-17,1,TETOUAN,0661271721,2022-07-08,social_media
C0437,Guerraoui,Fatima,fatima.guerraoui437@gmail.com,1992-11-28,f,Marrakech,0644271680,2020-07-20,email
C0438,Berrada,Karim,karim.berrada438@gmail.com,1976-01-22,h,tanger,0680499776,2020-07-19,organic
C0439,Cherkaoui,Sara,sara.cherkaoui439@gmail.com,1850-02-02,0,Laayoune,0695642035,2023-05-12,organic
C0440,Lahlou,Khadija,khadija.lahlou440@gmail.com,2001-03-04,f,Rabat,0695735668,2020-06-04,referral
C0441,Tazi,Nadia,nadia.tazi441@gmail.com,1969-01-13,female,tetouan,0633881291,2021-06-26,referral
C0442,Idrissi,Karim,karim.idrissi442@gmail.com,1996-09-25,h,Tetouan,0644761889,2022-06-23,organic
C0443,Cherkaoui,Ahmed,ahmed.cherkaoui443@gmail.com,1966-03-21,h,Tanger,0630348410,2021-06-29,social_media
C0444,Guerraoui,Imane,imane.guerraoui444@gmail.com,1996-07-28,f,casablanca,0674701849,2023-11-12,organic
C0445,Cherkaoui,Sara,sara.cherkaoui445@gmail.com,2005-11-03,Femme,Agadir,0671691749,2020-06-13,social_media
C0446,Idrissi,Zineb,zineb.idrissi446@gmail.com,1984-02-21,f,Agadir,0635429494,2022-06-15,paid_search
C0447,Berrada,Mohamed,mohamed.berrada447@gmail.com,1969-11-10,h,Oujda,0612203625,2022-07-09,organic
C0448,Idrissi,Hassan,hassan.idrissi448@gmail.com,1998-11-28,m,MEKNES,0641270805,2023-04-01,organic
C0449,Benali,Youssef,youssef.benali449@gmail.com,2004-12-21,male,RABAT,0616705248,2023-07-19,social_media
C0450,Lahlou,Khadija,khadija.lahlou450@gmail.com,2002-02-04,female,Oujda,0637198033,2020-05-09,referral
C0451,Alami,Omar,omar.alami451@gmail.com,2001-06-27,Homme,Fes,0618485498,2021-11-18,organic
C0452,Tazi,Omar,omar.tazi452@gmail.com,1993-10-02,1,RABAT,0692200507,2023-07-18,referral
C0453,Alami,Fatima,fatima.alami453gmail.com,1976-12-21,female,Laayoune,0627031212,2022-09-01,paid_search
C0454,Benomar,Amine,amine.benomar454@gmail.com,1976-01-20,h,Rabat,0694180238,2020-06-29,social_media
C0455,Berrada,Mohamed,mohamed.berrada455@gmail.com,1998-10-12,h,Meknes,0698493393,2023-07-06,paid_search
C0456,Filali,Karim,karim.filali456@gmail.com,1995-03-22,m,TANGER,0648260712,2022-01-15,paid_search
C0457,Benomar,Hassan,hassan.benomar457gmail.com,1968-03-06,h,tanger,0669702849,2021-04-26,email
C0458,Tazi,Laila,laila.tazi458@gmail.com,1972-02-08,0,Tetouan,0619868991,2021-03-27,referral
C0459,Filali,Fatima,fatima.filali459@gmail.com,2004-07-12,female,Rabat,0646197787,2022-01-04,paid_search
C0460,Benali,Mohamed,mohamed.benali460@gmail.com,1972-08-14,h,Rabat,0691018650,2021-08-27,paid_search
C0461,Lahlou,Imane,imane.lahlou461@gmail.com,1979-09-16,0,Fes,0611946674,2021-07-25,referral
C0462,Tazi,Meryem,meryem.tazi462@gmail.com,1979-10-05,0,Laayoune,0615376584,2020-03-31,referral
C0463,Idrissi,Sanaa,sanaa.idrissi463@gmail.com,1995-12-27,f,Casablanca,0611667385,2023-02-17,referral
C0464,Cherkaoui,Zineb,zineb.cherkaoui464@gmail.com,1850-11-10,Femme,Rabat,0613276720,2023-04-10,referral
C0465,Filali,Youssef,youssef.filali465@gmail.com,1988-12-21,male,tanger,0654681905,2023-11-15,email
C0466,Lahlou,Omar,omar.lahlou466@gmail.com,1978-02-20,Homme,agadir,0658853980,2023-10-13,organic
